key;severity;priority;changelog;num_comments;num_commenters;should_have_been_found;detection_phase;defect_root_cause;linked_fixes;linked_tasks
REPORT-0408;SEVERE;Critical;[('In Progress', '2024-11-05T15:01:16.098+0200'), ('In Progress', '2024-11-05T15:28:36.738+0200'), ('In Progress', '2024-11-05T15:28:43.285+0200'), ('In Progress', '2024-12-05T14:22:34.356+0200'), ('Closed', '2025-10-30T15:03:56.316+0200')];1;1;I&V Regression / Upgrade testing;Verification;ID content insufficient/missing;['FIX-0165', 'FIX-0072'];['TASK-0100']
REPORT-0409;SEVERE;Normal;[('In Progress', '2024-10-31T11:37:02.635+0200'), ('Closed', '2025-10-15T14:40:14.961+0300')];4;4;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];['TASK-0226']
REPORT-0410;LOW;Normal;[('In Progress', '2025-08-29T12:47:20.627+0300'), ('In Progress', '2025-08-29T13:26:12.746+0300'), ('Closed', '2025-08-29T13:28:39.648+0300')];7;4;AS review;Verification;Incorrect configuration;['FIX-0022', 'FIX-0164'];[]
REPORT-0411;FATAL;Emergency;[('In Progress', '2024-11-14T09:31:21.534+0200'), ('Closed', '2025-09-15T11:11:46.666+0300')];4;4;I&V System testing;Verification;Code – interworking/interface with external component;['FIX-0180', 'FIX-0097', 'FIX-0097'];[]
REPORT-0412;SEVERE;Critical;[('In Progress', '2024-10-25T09:31:03.533+0300'), ('In Progress', '2024-10-30T18:38:09.730+0200'), ('In Progress', '2024-10-30T18:42:20.070+0200'), ('In Progress', '2024-12-05T14:25:44.552+0200'), ('Closed', '2025-10-17T13:57:20.610+0300')];3;3;I&V Regression / Upgrade testing;Verification;ID content insufficient/missing;['FIX-0275', 'FIX-0237'];['TASK-0227']
REPORT-0413;SEVERE;Normal;[('In Progress', '2024-10-31T10:18:13.177+0200'), ('Closed', '2024-10-31T10:20:00.992+0200')];3;2;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];[]
REPORT-0414;SEVERE;Critical;[('In Progress', '2024-10-30T17:13:27.105+0200'), ('In Progress', '2024-10-30T17:14:13.951+0200'), ('In Progress', '2024-10-30T18:45:12.790+0200'), ('In Progress', '2024-12-05T14:24:08.838+0200'), ('Closed', '2025-09-05T12:23:42.376+0300')];3;2;I&V Regression / Upgrade testing;Verification;Code – interworking/interface with external component;['FIX-0388', 'FIX-0433'];['TASK-0148']
REPORT-0415;FATAL;Normal;[('In Progress', '2024-10-30T18:12:15.537+0200'), ('In Progress', '2024-10-30T18:12:20.168+0200'), ('In Progress', '2024-11-08T09:43:00.405+0200'), ('In Progress', '2024-12-05T14:20:20.985+0200'), ('Closed', '2025-09-24T12:05:26.912+0300')];3;2;Code review;Integration;Code – component internal coding mistake;['FIX-0278', 'FIX-0366'];['TASK-0151']
REPORT-0416;SEVERE;Normal;[('In Progress', '2024-10-30T18:51:56.817+0200'), ('In Progress', '2024-11-05T16:06:39.904+0200'), ('In Progress', '2024-11-05T16:10:06.108+0200'), ('In Progress', '2024-12-03T17:27:03.711+0200'), ('In Progress', '2024-12-03T17:27:07.161+0200'), ('In Progress', '2024-12-03T17:31:17.771+0200'), ('In Progress', '2024-12-03T17:31:21.025+0200'), ('Closed', '2025-10-17T13:13:40.242+0300'), ('Open', '2026-03-03T08:40:13.817+0200'), ('In Progress', '2026-03-03T08:40:18.280+0200'), ('Closed', '2026-03-11T14:57:10.248+0200')];25;10;Code review;Integration;ID content insufficient/missing;['FIX-0173', 'FIX-0448', 'FIX-0456'];[]
REPORT-0417;SEVERE;Normal;[('In Progress', '2024-10-30T11:33:02.641+0200'), ('In Progress', '2024-10-30T12:28:09.113+0200'), ('In Progress', '2024-10-30T12:38:02.173+0200'), ('Closed', '2024-11-13T15:46:49.669+0200')];12;5;I&V feature / integration testing;Verification;ID content insufficient/missing;['FIX-0183', 'FIX-0478'];[]
REPORT-0418;LOW;Normal;[('In Progress', '2025-10-09T17:49:23.718+0300'), ('Closed', '2025-10-09T17:50:19.345+0300')];8;4;Not a bug / Problem not reproducible;Integration;Problem not re-producible ;[];[]
REPORT-0419;SEVERE;Critical;[('In Progress', '2024-10-23T15:05:25.614+0300'), ('In Progress', '2024-10-23T16:28:59.660+0300'), ('In Progress', '2024-11-04T10:09:27.014+0200'), ('In Progress', '2024-12-05T14:15:26.249+0200'), ('Closed', '2025-09-05T12:32:07.519+0300')];6;5;I&V Regression / Upgrade testing;Verification;Code – interworking/interface with internal component;['FIX-0288', 'FIX-0435'];['TASK-0024']
REPORT-0420;SEVERE;Normal;[('In Progress', '2024-10-24T13:54:52.016+0300'), ('Closed', '2024-11-04T14:37:55.220+0200')];14;6;I&V System testing;Verification;3rd party software problems;['FIX-0038', 'FIX-0025'];[]
REPORT-0421;SEVERE;Normal;[('In Progress', '2024-10-09T11:11:19.636+0300'), ('Closed', '2024-10-23T13:00:46.320+0300')];2;1;Not a bug / Problem not reproducible;Customer;3rd party software problems;[];[]
REPORT-0422;SEVERE;Normal;[('In Progress', '2024-10-09T15:53:04.834+0300'), ('Closed', '2024-10-09T15:53:19.159+0300'), ('Open', '2025-02-27T14:52:01.127+0200'), ('In Progress', '2026-01-23T08:35:46.886+0200'), ('Closed', '2026-03-03T14:32:19.577+0200')];22;5;Not a bug / Problem not reproducible;Verification;Code – component internal coding mistake;['FIX-0339'];['TASK-0073', 'TASK-0154', 'TASK-0282', 'TASK-0179', 'TASK-0199', 'TASK-0058', 'TASK-0314', 'TASK-0336', 'TASK-0006', 'TASK-0288']
REPORT-0423;SEVERE;Normal;[('In Progress', '2024-10-09T15:51:30.636+0300'), ('Closed', '2024-10-09T15:52:09.221+0300')];3;2;Not a bug / Problem not reproducible;Verification;Incorrect configuration;[];[]
REPORT-0424;LOW;Normal;[('In Progress', '2024-09-30T09:32:10.412+0300'), ('In Progress', '2024-09-30T13:23:26.859+0300'), ('In Progress', '2024-09-30T13:23:33.026+0300'), ('Closed', '2024-10-10T17:48:19.670+0300')];2;2;I&V System testing;Field validation;ID content insufficient/missing;['FIX-0464', 'FIX-0116', 'FIX-0273'];[]
REPORT-0425;SEVERE;Normal;[('In Progress', '2024-10-28T13:05:54.653+0200'), ('Closed', '2024-11-05T08:53:48.969+0200')];10;6;Code review;Customer;Code – interworking/interface with internal component;['FIX-0017', 'FIX-0461', 'FIX-0171'];[]
REPORT-0426;LOW;Normal;[('In Progress', '2024-10-16T16:42:33.060+0300'), ('Closed', '2024-10-16T16:43:03.402+0300')];1;1;I&V System testing;Customer;3rd party software problems;['FIX-0479'];[]
REPORT-0427;SEVERE;Normal;[('In Progress', '2024-09-25T13:35:00.397+0300'), ('Closed', '2024-10-09T18:21:07.892+0300')];0;0;I&V System testing;Verification;3rd party software problems;['FIX-0470'];[]
REPORT-0428;SEVERE;Normal;[('In Progress', '2024-10-09T11:45:44.451+0300'), ('Closed', '2024-10-30T10:15:59.793+0200')];5;3;I&V System testing;Verification;Code – interworking/interface with external component;['FIX-0302', 'FIX-0084'];[]
REPORT-0429;LOW;Minor;[('In Progress', '2024-09-20T15:10:48.999+0300'), ('In Progress', '2024-10-11T16:32:12.911+0300'), ('In Progress', '2024-10-11T16:32:18.980+0300'), ('Closed', '2024-10-24T16:20:16.531+0300')];5;4;I&V System testing;Verification;Code – component internal coding mistake;['FIX-0185', 'FIX-0285'];[]
REPORT-0430;SEVERE;Normal;[('In Progress', '2024-10-14T09:54:03.358+0300'), ('In Progress', '2024-11-15T10:19:07.833+0200'), ('Closed', '2024-12-10T15:14:12.661+0200')];16;4;SW Unit / Module testing;Verification;Code – component internal coding mistake;['FIX-0188'];[]
REPORT-0431;LOW;Minor;[('In Progress', '2024-09-27T09:19:13.388+0300'), ('In Progress', '2024-10-07T17:53:42.294+0300'), ('Closed', '2024-10-11T11:28:45.453+0300')];5;3;Code review;Verification;Code – component internal coding mistake;['FIX-0437'];[]
REPORT-0432;SEVERE;Normal;[('In Progress', '2024-10-03T09:00:32.844+0300'), ('Closed', '2024-10-03T09:02:58.820+0300')];7;6;Not a bug / Problem not reproducible;Verification;Incorrect configuration;[];[]
REPORT-0433;SEVERE;Normal;[('In Progress', '2024-09-17T13:04:51.497+0300'), ('Closed', '2024-10-28T19:37:18.123+0200')];9;3;I&V System testing;Verification;3rd party software problems;['FIX-0071', 'FIX-0452', 'FIX-0022'];[]
REPORT-0434;SEVERE;Normal;[('In Progress', '2024-09-17T10:35:22.404+0300'), ('In Progress', '2024-09-20T19:14:31.437+0300'), ('Closed', '2024-11-07T15:04:40.938+0200')];6;4;I&V Regression / Upgrade testing;Verification;Code – not according to the specification;['FIX-0222', 'FIX-0132'];[]
REPORT-0435;SEVERE;Normal;[('In Progress', '2024-09-18T09:19:15.350+0300'), ('Closed', '2024-10-09T18:29:28.344+0300')];3;3;I&V Regression / Upgrade testing;Verification;3rd party software problems;['FIX-0071'];[]
REPORT-0436;FATAL;Critical;[('In Progress', '2024-09-09T09:55:48.056+0300'), ('In Progress', '2024-09-09T09:55:58.101+0300'), ('Closed', '2024-10-08T15:22:46.322+0300'), ('Open', '2024-10-09T09:42:20.813+0300'), ('In Progress', '2024-10-09T09:42:23.968+0300'), ('Closed', '2024-10-24T17:31:51.328+0300')];20;10;I&V feature / integration testing;Verification;Code – upgrade / incompatibility with previous release;['FIX-0239'];[]
REPORT-0437;SEVERE;Normal;[('In Progress', '2024-09-02T15:57:26.974+0300'), ('Closed', '2024-10-08T18:01:34.301+0300')];4;3;I&V feature / integration testing;Verification;Code – component internal coding mistake;['FIX-0024'];[]
REPORT-0438;LOW;Normal;[('In Progress', '2024-09-03T10:28:48.973+0300'), ('Closed', '2024-10-25T14:16:42.104+0300')];20;10;I&V System testing;Field validation;Code – interworking/interface with internal component;['FIX-0163'];[]
REPORT-0439;SEVERE;Critical;[('In Progress', '2024-09-11T06:45:43.515+0300'), ('Closed', '2024-10-02T13:29:02.547+0300')];3;3;Code review;Verification;Code – component internal coding mistake;['FIX-0306'];[]
REPORT-0440;LOW;Normal;[('In Progress', '2026-03-19T14:58:52.376+0200'), ('Closed', '2026-03-19T14:58:55.158+0200'), ('Open', '2026-03-19T16:08:49.575+0200'), ('In Progress', '2026-03-19T16:08:53.334+0200'), ('Closed', '2026-03-19T16:09:56.996+0200')];7;4;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];['TASK-0171', 'TASK-0068']
REPORT-0441;LOW;Normal;[('In Progress', '2024-08-28T12:41:54.025+0300'), ('In Progress', '2024-09-02T16:27:36.929+0300'), ('In Progress', '2024-09-02T16:27:47.600+0300'), ('Closed', '2024-11-07T17:14:03.171+0200')];13;4;I&V feature / integration testing;Verification;ID content insufficient/missing;['FIX-0368', 'FIX-0370'];[]
REPORT-0442;SEVERE;Critical;[('Open', '2024-08-26T15:25:06.364+0300'), ('In Progress', '2024-09-09T10:43:37.064+0300'), ('In Progress', '2024-09-10T16:50:44.338+0300'), ('Closed', '2024-10-02T13:29:47.443+0300')];3;2;Code review;Verification;Code – component internal coding mistake;['FIX-0306', 'FIX-0155'];[]
REPORT-0443;LOW;Normal;[('In Progress', '2024-08-26T14:14:56.079+0300'), ('Closed', '2024-11-07T09:43:29.012+0200')];8;3;I&V Regression / Upgrade testing;Verification;Code – component internal coding mistake;['FIX-0303', 'FIX-0282'];[]
REPORT-0444;LOW;Normal;[('In Progress', '2024-09-25T13:18:32.775+0300'), ('Closed', '2024-12-04T16:09:50.108+0200')];8;5;I&V System testing;Verification;Code – component internal coding mistake;['FIX-0369', 'FIX-0305'];[]
REPORT-0445;LOW;Normal;[('In Progress', '2024-08-20T14:09:52.176+0300'), ('In Progress', '2024-08-20T14:09:57.566+0300'), ('In Progress', '2024-08-27T15:01:39.466+0300'), ('Closed', '2024-12-05T14:57:27.863+0200')];1;1;I&V Regression / Upgrade testing;Verification;Code – component internal coding mistake;['FIX-0352'];[]
REPORT-0446;SEVERE;Normal;[('In Progress', '2024-09-03T11:48:34.225+0300'), ('In Progress', '2024-09-04T13:18:22.695+0300'), ('In Progress', '2024-09-04T13:18:32.259+0300'), ('In Progress', '2024-09-04T13:18:36.168+0300'), ('Closed', '2024-10-24T16:56:53.145+0300')];3;2;Code review;Customer;Code – component internal coding mistake;['FIX-0144', 'FIX-0365', 'FIX-0383'];[]
REPORT-0447;LOW;Normal;[('In Progress', '2024-09-02T15:51:42.793+0300'), ('Closed', '2024-11-01T14:34:14.035+0200')];3;3;I&V System testing;Verification;Code – component internal coding mistake;['FIX-0024'];[]
REPORT-0448;SEVERE;Normal;[('In Progress', '2024-08-21T08:36:11.942+0300'), ('Closed', '2024-10-29T17:42:29.826+0200')];27;7;Code review;Customer;Code – component internal coding mistake;['FIX-0015'];[]
REPORT-0449;SEVERE;Normal;[('In Progress', '2024-08-23T14:17:04.794+0300'), ('Closed', '2024-08-23T14:17:32.090+0300')];4;2;Not Relevant: 3rd party SW/HW;Customer;3rd party software problems;[];[]
REPORT-0450;SEVERE;Normal;[('In Progress', '2024-10-14T09:49:30.995+0300'), ('Closed', '2024-11-01T13:41:20.131+0200')];5;2;I&V feature / integration testing;Verification;Code – component internal coding mistake;['FIX-0373', 'FIX-0202'];[]
REPORT-0451;LOW;Normal;[('In Progress', '2024-08-19T09:03:08.623+0300'), ('Closed', '2024-08-19T09:03:13.668+0300')];2;2;I&V Regression / Upgrade testing;Verification;Build environment;[];[]
REPORT-0452;LOW;Normal;[('In Progress', '2024-08-14T07:47:07.972+0300'), ('Closed', '2024-08-14T07:49:47.414+0300')];2;2;Not a bug / Problem not reproducible;Verification;Incorrect configuration;[];[]
REPORT-0453;LOW;Normal;[('In Progress', '2024-08-22T09:17:23.613+0300'), ('In Progress', '2024-08-28T18:52:11.372+0300'), ('Closed', '2024-09-27T16:03:32.572+0300')];13;6;I&V System testing;Customer;Code – component internal coding mistake;['FIX-0208'];[]
REPORT-0454;SEVERE;Normal;[('In Progress', '2024-09-12T10:00:28.875+0300'), ('Closed', '2024-09-26T11:02:40.970+0300')];3;3;I&V System testing;Verification;Incorrect configuration;['FIX-0175'];[]
REPORT-0455;SEVERE;Critical;[('In Progress', '2024-07-02T12:12:30.759+0300'), ('In Progress', '2024-07-05T11:51:03.583+0300'), ('Closed', '2024-08-06T15:02:52.097+0300')];5;4;I&V Regression / Upgrade testing;Verification;Code – upgrade / incompatibility with previous release;['FIX-0328'];[]
REPORT-0456;LOW;Normal;[('In Progress', '2024-07-01T15:00:04.468+0300'), ('Closed', '2024-10-28T14:40:53.870+0200')];10;7;SW Unit / Module testing;Field validation;Code – component internal coding mistake;['FIX-0267'];[]
REPORT-0457;SEVERE;Critical;[('In Progress', '2024-07-01T07:58:20.734+0300'), ('Closed', '2024-10-02T10:22:59.147+0300'), ('Open', '2024-10-17T10:12:37.703+0300'), ('In Progress', '2024-10-30T10:07:11.794+0200'), ('Closed', '2024-10-30T10:07:25.646+0200')];7;5;SW Unit / Module testing;Integration;Code – interworking/interface with external component;['FIX-0440', 'FIX-0414'];[]
REPORT-0458;SEVERE;Normal;[('In Progress', '2024-08-14T16:31:18.946+0300'), ('Closed', '2024-09-30T13:08:40.946+0300')];1;1;SW Unit / Module testing;Verification;ID content insufficient/missing;['FIX-0344'];[]
REPORT-0459;SEVERE;Normal;[('In Progress', '2024-07-01T07:57:11.387+0300'), ('Closed', '2024-10-08T18:00:06.515+0300'), ('Open', '2024-10-17T10:13:52.181+0300'), ('In Progress', '2024-10-21T10:13:30.267+0300'), ('Closed', '2024-10-21T10:13:36.519+0300')];5;3;I&V feature / integration testing;Integration;Code – component internal coding mistake;['FIX-0075', 'FIX-0225'];[]
REPORT-0460;SEVERE;Critical;[('In Progress', '2024-07-01T07:57:31.721+0300'), ('Closed', '2024-10-08T17:59:11.136+0300'), ('Open', '2024-10-17T10:15:49.540+0300'), ('In Progress', '2024-10-30T09:16:46.542+0200'), ('Closed', '2024-10-30T09:16:53.193+0200')];5;3;I&V feature / integration testing;Integration;Code – interworking/interface with external component;['FIX-0152', 'FIX-0016'];[]
REPORT-0461;LOW;Normal;[('In Progress', '2024-07-04T09:43:52.790+0300'), ('Closed', '2024-07-04T09:44:51.903+0300')];4;3;SW I&V / Smoke testing;Integration;Misunderstanding by end user;[];[]
REPORT-0462;SEVERE;Normal;[('In Progress', '2024-07-10T09:33:25.138+0300'), ('In Progress', '2024-07-10T09:33:30.603+0300'), ('In Progress', '2024-08-23T13:33:28.505+0300'), ('In Progress', '2024-08-23T13:35:10.135+0300'), ('In Progress', '2024-10-09T08:35:57.893+0300'), ('In Progress', '2024-10-09T08:36:03.690+0300'), ('In Progress', '2024-12-05T14:17:36.104+0200'), ('Closed', '2025-09-27T13:26:44.287+0300')];16;5;Code review;Verification;Code – component internal coding mistake;['FIX-0345', 'FIX-0484', 'FIX-0357', 'FIX-0289', 'FIX-0212', 'FIX-0357'];['TASK-0214']
REPORT-0463;SEVERE;Normal;[('In Progress', '2024-07-05T13:14:36.894+0300'), ('Closed', '2024-08-28T07:46:51.602+0300')];27;7;Not a bug / Problem not reproducible;Customer;Misunderstanding by end user;[];[]
REPORT-0464;FATAL;Critical;[('In Progress', '2024-08-02T09:39:05.353+0300'), ('Closed', '2024-11-04T09:04:18.637+0200')];15;6;I&V System testing;Customer;Code – caused by previous fix;['FIX-0199'];[]
REPORT-0465;SEVERE;Normal;[('In Progress', '2024-10-11T12:56:07.137+0300'), ('Closed', '2024-10-11T12:57:14.485+0300')];4;2;Not a bug / Problem not reproducible;Verification;Misunderstanding by end user;[];[]
REPORT-0466;SEVERE;Critical;[('In Progress', '2024-06-05T13:35:14.195+0300'), ('Closed', '2024-06-07T10:04:07.395+0300')];18;6;Code review;Verification;Code – configuration;['FIX-0002', 'FIX-0063', 'FIX-0407'];[]
